RegionName,StateName,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"Lubbock, TX",TX,80227.19231,84650.44017,88030.84665,90940.80037,93091.97416,96551.44197,101969.8055,115710.6508,118334.8436,123410.4578,126508.2151,126564.0104,125194.2698,124059.5923,124831.436,129597.1776,125562.6792,139364.6296,150815.6988,155480.5394,150295.0323,163553.5422,184646.6372,202871.0845,202217.1115
"Clarksville, TN",TN,105374.326,107503.4611,109818.2729,111373.2952,113797.4342,119419.8742,129133.1615,136850.6927,143126.8144,140699.0456,141224.2602,140693.5257,142320.3067,144513.366,142211.0225,143928.3981,144703.1211,148943.2383,153912.0749,161528.184,174480.6569,193928.5825,232444.3722,258784.2867,267478.0757
"Roanoke, VA",VA,,,,,,160053.2671,159116.7156,165606.3531,166437.6014,159302.7014,150799.0972,149088.1914,147287.0428,149128.3084,150318.9063,152554.435,155373.5292,159094.2592,164116.1584,169251.2615,181788.8896,204175.7633,224113.5515,248654.572,263751.0804
"Evansville, IN",IN,93133.39076,97460.75954,101005.1228,102258.3956,103797.6374,106839.9547,109855.1349,111236.0322,112204.2758,108318.4053,105262.6859,106378.9429,106044.6938,107100.5531,109204.4645,111933.4293,116660.1452,122619.7227,128153.9057,133830.4464,140729.6612,154395.3249,173501.1323,185315.47,196169.3375
"Kingsport, TN",TN,90452.54579,92501.42345,95355.80148,96128.91241,98997.93132,102142.892,111697.299,118518.8457,121698.7693,120016.9148,115794.429,113472.4438,112613.0508,113550.7796,113933.123,116125.5475,120124.8964,125623.6517,129992.6168,134972.8919,147777.4103,158219.129,183695.0101,201174.2352,223690.184
"Kennewick, WA",WA,131422.2091,137435.8088,143831.9781,148973.4183,162432.2577,175025.8983,187514.8192,190403.9529,186715.446,178240.337,177654.3618,182901.2391,183767.2592,183148.3043,183898.6928,189415.9378,204133.9161,224609.7878,251765.7225,278164.6482,307377.2308,333369.9934,387557.9656,410587.3794,418344.7625
"Utica, NY",NY,65374.19053,69491.05493,72805.93649,77228.40904,83056.2212,91659.37403,98076.06554,103496.7213,108560.4094,108169.5903,105960.7701,108045.192,104161.1151,102979.5055,104233.5774,104374.5714,108906.3603,112637.9675,119077.8063,125582.129,132886.4727,150412.4335,165027.6955,180370.3122,191153.3359
"Hagerstown, MD",MD,126451.0049,131412.1008,138919.2982,148729.005,164722.2127,181474.2995,205136.2688,216849.6417,211819.4019,191657.4425,173754.6537,155898.8246,151332.3,159378.7587,167477.3189,171382.9872,174827.2015,178364.3825,187151.4075,196422.0642,205523.0492,229025.6223,262113.8667,279503.047,292589.686
"Duluth, MN",MN,,,,,,117132.95,128064.2805,132281.9444,134877.5555,134822.1484,130859.82,126916.8711,121230.4406,122949.4967,129307.509,132198.9557,137286.2174,141075.1073,148206.2846,153998.7751,164658.0922,181903.8689,204631.9636,215979.5622,226289.7067
"Olympia, WA",WA,146253.0798,150035.2706,156061.8381,165892.0979,180452.4762,200698.7171,242906.3517,265921.3989,266891.9442,257197.7682,242107.3002,228090.9374,203638.378,212327.1499,222290.0255,231669.4743,249276.0411,270649.8164,293909.8555,319274.6069,344228.6787,403075.9391,473880.8641,487230.7147,497368.9281
"Longview, TX",TX,80789.20109,84456.72892,87114.44179,90090.69327,91735.05255,95411.37783,108514.2104,114966.074,125183.0511,123224.867,121352.4536,121430.8317,121516.0204,122383.9744,124693.8693,129972.1976,134628.5506,137965.1104,136948.5972,151972.9057,162640.8472,167052.1351,186908.3282,203956.7006,206396.1961
"Wilmington, NC",NC,,,,,175577.6523,186323.2195,215566.1415,247582.9207,253657.4027,238434.4335,220494.8576,205274.918,192052.1266,188563.2021,201265.4623,208339.6033,221259.0856,229842.1181,243791.8739,254899.0102,269743.9306,297103.7185,351387.0613,398375.7914,421901.3848
"San Luis Obispo, CA",CA,210813.6415,245251.382,291681.9566,339423.7604,389581.4589,471085.8179,540485.9709,526565.192,496169.6115,433839.8358,390477.2185,368693.6735,353899.6026,397786.5757,452098.746,487824.5415,490459.2781,564787.425,604905.2694,621709.4968,634462.6649,688439.5211,789800.362,841846.8823,886885.5561
"Crestview, FL",FL,129445.5342,132993.8522,139504.2038,145657.5426,161413.0497,203410.8715,276302.7278,273993.609,246704.9715,212220.5836,195312.3797,188745.426,177653.1709,184594.729,198202.4585,204605.9068,215048.4032,224498.402,241113.8471,255372.8135,270790.899,305047.2299,366629.7447,400161.7007,401883.2694
"Merced, CA",CA,,141009.3867,160414.759,185975.0231,216164.3196,268232.9214,357565.9424,351568.9968,264055.3698,143354.6765,114791.4546,124916.07,118214.3349,128639.4709,162661.4019,186593.8355,204926.9795,223129.8126,247160.5276,268170.8686,285412.7646,315424.8143,381734.4589,391349.23,399008.2204
"Waco, TX",TX,,,,,,,,,,112060.4713,110676.4769,110799.1614,109154.0367,105665.9474,106941.4436,112990.6373,121378.7964,131470.2278,144356.0051,155511.9437,165601.0579,187030.1069,224186.5914,250675.6464,250048.33
"Cedar Rapids, IA",IA,110245.7058,114271.6644,119637.413,123853.9321,127869.3836,130984.233,135362.9581,138837.0681,140850.4505,142833.0006,142269.2178,140644.5597,136322.0342,140127.6125,141210.1937,143306.4161,147291.905,149849.4844,155571.8601,161253.3564,169169.7751,179356.3502,197262.9894,211800.5263,219302.4483
"Atlantic City, NJ",NJ,122991.4309,129471.2483,140391.5341,158820.8009,185986.8315,225739.7201,270168.3807,290717.0117,275626.6635,245890.3883,221625.0819,215113.3217,198666.8749,204148.9275,207746.2803,208862.1384,204973.7236,191507.274,198844.7258,210874.8435,226336.3553,255922.0737,304036.9389,330959.1074,361830.2759
"Bremerton, WA",WA,156418.7786,163011.4012,172274.7438,188845.2774,206016.5322,239152.8579,291325.4188,320737.9298,319558.0105,295547.0041,271156.878,265947.0142,239863.7545,241565.9714,248522.159,259512.9576,286730.3353,321971.5313,346291.4701,371062.1905,403134.4817,465004.4808,538195.692,542786.8351,544279.1038
"Sioux Falls, SD",SD,,,,,,,,149498.6695,154197.2025,156571.0814,153176.4384,152572.007,152509.8055,160076.4416,168465.5585,173557.0526,185619.7409,192178.5924,203809.2232,214163.7932,227686.9226,245827.3664,284415.3043,308194.8265,317213.8871
"Santa Cruz, CA",CA,312495.0474,382437.5681,441208.0547,469141.1916,502247.0009,603700.5623,701085.6649,676048.1971,672263.1426,541258.7395,502367.4859,492093.2024,458423.0479,502662.681,571078.8292,634979.4996,709433.0337,757804.1693,821373.7102,850536.8587,841565.8433,945912.2911,1134034.782,1147771.688,1167686.399
"Erie, PA",PA,84962.24926,86089.03366,89697.85522,92855.00553,96632.4696,101631.8066,105875.3543,107945.0342,108212.628,108331.565,111435.006,111613.4861,111970.1047,113563.439,115554.141,115075.7296,117750.0723,121212.0665,124058.0746,124974.997,129965.7819,143091.7115,156641.1785,170944.2214,182742.5955
"Norwich, CT",CT,151847.6716,161920.1185,176301.7851,200863.6577,225442.7525,256519.9981,284871.1578,286943.708,282964.225,258443.568,240995.7155,232786.0012,217235.3596,210206.4162,214804.2948,215523.1061,220225.5502,224710.5101,235347.3046,238185.6036,244173.345,273865.8187,306779.3286,333860.1276,368417.1028
"Amarillo, TX",TX,,,,,,,,,,119567.4298,118604.9084,117846.6639,115232.7146,115124.3557,117383.0203,121350.8778,125773.2268,131633.1745,135240.3389,139349.2962,143922.6666,155689.8279,178856.3667,195760.183,200314.9512
"Laredo, TX",TX,,,,,,,,,,128921.9935,126716.0663,124714.7804,122987.2344,125847.6971,132530.4908,138627.8258,148970.3699,153336.53,156467.9594,163171.563,171165.8478,183829.212,199789.4653,207330.5429,207785.075
"Tuscaloosa, AL",AL,101380.0317,104695.6697,108726.2033,112052.2556,116422.1017,121414.9125,128346.4862,135671.1809,138614.5871,135359.9327,132589.7867,127689.8306,124881.5087,130979.6792,131329.0239,136180.8757,143186.8683,141124.9059,143774.7462,150953.0255,162410.5009,175924.6138,195120.4751,207870.3511,211451.1818
"College Station, TX",TX,,,,,,,,,,153129.0496,152914.6815,156385.736,154299.4534,159678.2914,164014.1493,177217.0815,195962.8864,212156.6929,223032.4214,230454.2767,229995.3395,244053.2235,269213.3966,288869.4125,298381.3967
"Kalamazoo, MI",MI,119617.4577,124837.7199,131562.6274,129214.734,133786.886,138863.3134,141570.8461,140521.6872,135456.1353,132121.3779,125645.3001,120226.0652,115823.7862,117881.852,126022.6254,133254.0496,142617.8981,147997.555,158591.5385,168540.7121,179397.2172,198310.2327,222156.8603,233066.5392,244154.145
"Lynchburg, VA",VA,106510.9466,113657.5111,121492.1326,129429.3247,130741.174,140716.7619,148156.5512,162267.5221,169110.3097,160353.0079,152060.1637,148591.9127,145440.5466,147174.4052,148288.7683,149185.0919,154554.9815,159506.0383,164555.5667,170264.2501,179541.8363,198771.0842,221224.0628,242407.1813,260431.0368
"Charleston, WV",WV,80208.24397,83135.46124,85590.4156,86387.11611,90493.03859,93276.04394,97410.78864,100896.6331,103641.7979,106530.1256,105743.1566,104609.0104,103976.51,101118.9082,94780.26469,95690.17214,95577.44105,96844.07837,97929.22601,98086.36274,101089.2152,110235.5301,119464.6678,127919.5912,134102.0109
"Yakima, WA",WA,,116377.2942,115588.6419,119519.7529,123466.6595,130446.4052,135598.8209,149025.5501,155663.6187,157513.5255,150462.4653,153834.1909,142805.2981,148516.2643,150861.7382,152759.6386,164613.3224,176713.8146,194187.1432,210050.9583,239197.1642,273143.1545,305853.5856,317775.5511,327747.9606
"Fargo, ND",ND,,,,,,,,,,191024.3382,186812.583,185557.6384,174795.4269,178017.5555,187885.8919,200738.7256,222993.1017,235333.764,237125.0872,237560.5324,251331.2146,257024.8562,280654.3959,295723.1183,297499.0758
"Binghamton, NY",NY,65271.60155,68521.21331,72168.14238,76612.12725,80333.65141,86082.90582,94285.51392,102130.2741,108851.2728,110042.5105,109890.3148,107702.6638,101596.0535,102005.5804,103346.4144,102222.8168,104504.4584,104987.4334,106090.8497,112439.4842,117152.8543,127516.7452,141000.969,152974.6202,165750.5794
"Fort Smith, AR",AR,84100.15988,87827.85584,91248.23163,94524.16487,97729.80844,101643.1707,107434.6727,112762.8793,114776.0391,114437.1276,113462.3263,110119.9716,110119.0225,108393.0982,107353.4843,108536.5154,112148.7985,116457.5364,118917.3062,122944.49,132055.5781,143212.062,165718.8087,174426.7016,179223.8736
"Appleton, WI",WI,,,,,,,166133.6586,167538.8362,167311.4293,165323.5267,161467.3322,158286.4144,148811.8964,147057.0309,151229.482,154256.2128,161533.4767,170312.4498,182353.353,191998.3835,205389.1643,224028.796,249935.9091,272311.9011,294267.6848
"Topeka, KS",KS,78714.42751,81590.33661,85244.15927,88284.03579,91732.75416,96107.22007,100640.097,104098.8471,107822.8683,106443.9472,106750.9231,104363.6388,102242.1456,103492.7752,104925.8395,105808.3857,109286.0809,111315.1621,116074.429,122420.1769,130480.0835,145040.1545,164522.6795,180315.8443,190646.6315
"Macon, GA",GA,84634.58307,89318.2177,93308.43959,95633.61691,99003.92811,102596.9374,106893.0182,110440.4184,112032.7562,106467.4858,100622.6917,95131.20128,89311.57298,87899.63181,89992.56924,93960.47078,98844.52989,97432.20053,103092.5505,110991.0851,120939.4252,133645.1455,151295.5716,170689.1773,178282.22
"Tyler, TX",TX,,,,,,,,,,131382.6188,130566.5174,126834.7114,125425.9833,125116.8822,130856.7446,140024.6167,145670.0133,153903.167,163149.2285,169242.4842,177855.1909,194035.1636,227270.4752,252204.658,262469.604
"Barnstable Town, MA",MA,198611.1116,227357.3918,270262.1234,322589.9845,375697.2144,423671.0297,449865.0641,429375.1559,411526.6578,392845.9619,371406.7029,374103.4967,352674.0396,351765.0329,367638.405,374375.5586,390561.5369,402951.0481,425353.0274,443269.0012,451596.5575,508168.6187,620056.9089,685827.6845,737646.0605
"Daphne, AL",AL,121683.9102,128089.6099,132774.5528,136519.3766,141223.2361,153401.4037,179933.729,204127.303,203728.4865,193917.9695,180452.9002,160918.3748,151795.3981,160224.7268,170245.7488,177989.286,191183.4652,199212.901,210526.0984,221421.9692,236212.2632,264247.4269,313971.128,338664.088,350078.64
"Bellingham, WA",WA,,150839.6645,154074.7786,166163.8538,191471.4978,239067.1059,283113.8983,306058.401,305850.2043,291552.8237,275330.0589,268681.2958,252183.768,252573.439,265991.6039,275085.9918,299285.85,327171.1116,362373.6744,395833.7433,422893.8724,480489.9852,569028.9996,587971.9096,598934.1499
"Burlington, VT",VT,140569.2853,151827.7487,166440.5831,181754.1605,196611.8156,221669.9526,248986.7821,261669.7338,262396.4228,253951.8611,249458.6474,254938.4306,254013.956,261953.1147,271724.4412,279825.5033,285866.6609,293923.795,307616.1957,318088.07,330001.5412,364311.2067,407661.5503,446404.2218,467450.928
"Rochester, MN",MN,124507.0267,138087.7936,147340.3369,152562.535,155694.5792,161914.2273,166893.8119,169029.6745,167445.7544,162795.2637,158181.4751,148910.1428,148174.5443,161619.1932,169018.3181,172742.28,183894.0781,198456.8259,215015.7922,226316.2786,237199.4703,258872.5684,287820.4719,302894.869,311017.008
"Lafayette, IN",IN,103002.9513,108519.4556,118645.8689,119663.3566,121990.2106,123695.9177,123696.1867,125739.4833,125003.9239,120978.9407,123081.6004,119250.0772,117429.2933,120236.4884,123598.109,127169.4695,132658.9629,141372.4228,150562.2997,159155.8704,172458.6106,190016.6039,218103.778,229612.8027,248163.392
"Champaign, IL",IL,,104778.9407,109850.5058,116530.8513,122083.7502,133109.5114,138992.8419,144453.0029,145883.8079,141284.2037,139691.6462,140098.5671,136192.1782,136069.2018,139467.6112,140179.0764,144883.0484,148826.7798,151915.7058,153238.3078,157534.716,164098.3947,180678.7425,189419.55,198838.0977
"Medford, OR",OR,148377.7341,159980.7209,172375.9989,185731.0785,212791.7766,253629.6997,308459.7207,320857.5788,292918.634,252112.2422,226238.125,213612.7955,184396.1466,190580.576,215703.8776,233196.6139,254513.3792,277797.2957,300450.3991,315760.4431,325089.0953,358505.4818,415756.115,420000.6146,418641.9187
"Charlottesville, VA",VA,161853.0949,175440.4669,190949.1927,207981.6429,231117.7254,274922.4654,307175.0283,298049.2841,293347.852,276790.0536,258975.4955,254012.71,246727.4936,248826.7399,256576.5228,259876.3777,271892.3771,281555.9184,295513.4828,307985.6837,319867.1099,349320.3543,384470.4982,414711.0226,431981.3077
"Lake Charles, LA",LA,,,,,,,,,,,,,,,,,,195132.6811,200209.874,205883.3423,207526.3166,211388.1212,202859.8462,202352.3348,186098.3017
"Las Cruces, NM",NM,,,,154335.4888,161899.5945,177615.3826,198797.6122,220289.1916,229238.3724,225554.2952,192139.5122,177582.2461,167173.9224,167223.2768,165519.7091,162724.4941,164014.5566,164153.5954,167860.383,178779.1785,181530.6487,200868.8403,233512.7349,261864.8851,278719.0201
"Chico, CA",CA,,136785.0044,153234.9816,175738.3531,214511.5705,251841.6756,299263.9525,295327.369,280842.9085,237828.372,214030.0469,201165.4562,182161.281,194426.5055,220176.5413,233045.4135,248872.3886,266074.1767,286284.0025,302828.4139,339117.123,365941.5518,402605.3571,403209.7898,389991.6544
"Hilton Head Island, SC",SC,188586.2073,207547.2177,225365.8095,230067.4119,243791.1998,265989.3144,309912.1779,354591.6545,339563.706,302998.7031,273589.6307,257416.6684,236792.2719,240079.7695,253852.0399,265858.7996,286089.6812,294428.9767,301557.9657,309888.2253,320844.4543,344381.6265,425669.5671,485715.2217,517042.0671
"Athens, GA",GA,130341.7507,139743.1942,147579.2449,155303.5633,161444.3751,168897.8152,175616.7841,178713.4934,181049.4829,179405.0877,163868.9948,158898.8635,143450.3427,141770.6886,149861.477,156127.8738,163292.6748,170475.9712,185412.0778,203046.0786,220875.0359,252021.8422,298417.8245,320761.0159,342730.9665
"Lake Havasu City, AZ",AZ,100652.2035,104860.2644,111527.865,123654.1209,149318.3897,190177.1623,232132.0382,252484.0036,223053.7136,180762.1789,146683.4887,134202.0119,131054.2747,137177.1739,151949.0378,160964.8159,175828.4203,184101.2896,199957.274,222644.8352,241717.3673,278498.6826,345644.6148,357485.6807,354121.9357
"Columbia, MO",MO,,,,,,,148941.9897,152372.3062,152413.4525,151734.5264,149670.6585,150454.7885,150095.222,153289.9113,158112.4507,162349.0176,168184.016,176059.8763,183257.0729,187319.8428,197841.6696,218230.3621,251099.2469,273763.1515,281321.642
"Springfield, IL",IL,,,,,,,,121097.7572,121499.6264,119994.1537,120229.7755,121865.1381,123230.9056,128284.5952,129105.8642,132061.796,133232.8224,134910.2593,135318.4866,134715.4654,141881.3286,146474.3408,153698.1716,160718.1955,169725.5797
"Houma, LA",LA,,,,,,,,,,157116.4653,157527.6801,156751.9247,159105.4954,157709.6087,172331.2423,177588.8474,187064.1223,184152.4779,174717.2773,173662.9597,189038.9192,194045.6488,190369.425,173245.1928,178573.0621
"Monroe, LA",LA,71583.70982,74361.81965,77877.33018,81803.13494,85700.699,90527.85688,94350.97469,97337.38527,98097.91978,97791.30327,99647.07935,102355.1823,97269.3643,100535.6951,110666.9911,116887.851,121848.8833,125466.6069,124632.8408,125920.7119,128441.5255,133952.8709,141133.3452,150905.9322,149110.6375
"Elkhart, IN",IN,,,,,,107957.8398,113494.848,118093.4155,119770.4812,114767.3339,111097.5519,105893.8715,103046.8534,108116.3337,113581.3668,118502.5211,125885.819,135185.1478,143903.8276,155634.4345,163382.9497,180115.2042,204514.6809,223456.3282,231208.7534
"Johnson City, TN",TN,85875.16772,89306.05425,90718.21508,93412.84157,96981.30505,102066.6453,110656.1767,118649.584,123500.4356,122889.3803,121619.7549,121284.9851,118377.6496,121764.7587,126022.6181,129905.1824,135001.5255,141002.6948,146974.0299,151232.8088,163931.6462,180568.9158,216898.0213,232554.4552,257715.513
"Yuma, AZ",AZ,,,,122117.4172,129440.8208,149980.1654,205759.1976,224752.9847,212558.3926,180510.1402,155479.5765,141378.932,121723.5646,117773.0308,125129.6977,131069.3793,136742.6433,142470.8105,150420.8514,160333.4959,170947.5806,195188.7176,238174.5884,265258.2332,273377.4722
"Gainesville, GA",GA,137402.7906,145513.0095,154606.9294,160084.6618,164289.9768,170086.4434,179825.5036,189184.1451,193992.5468,179518.6021,156203.1881,142859.2687,126786.6528,137630.7183,153815.8775,167032.634,181964.7867,194526.3714,207879.8752,220596.3196,233797.1499,261506.8357,320493.2044,355902.2173,372146.0178
"Jacksonville, NC",NC,,,,,,,133621.5886,150745.119,166182.8773,170694.2648,170258.4825,172541.7922,168006.408,164599.1852,156506.4746,151907.4068,145951.654,146889.7369,151350.8906,161492.6131,174295.2285,188387.8257,215865.3871,249666.2975,264445.118
"Florence, SC",SC,,,,,,,107255.8468,114709.9214,117145.5442,113263.8047,107598.8152,104543.3933,103388.6463,105105.9375,107422.6814,107918.1153,111379.5487,114147.0722,115477.0665,119482.4318,125730.0331,137394.1266,155569.7686,168704.8214,173397.0642
"Hilo, HI",HI,,,,,,,,,,,,,,,,,325661.6391,338670.6444,357799.6239,365417.4061,381850.525,416041.7563,491280.6242,558888.5314,549881.6255
"St. Cloud, MN",MN,,,,,,,205036.0481,176466.6171,167656.131,161950.9255,150819.7587,145828.4051,138048.7067,149926.2596,155731.3988,161088.3837,168087.8684,179023.5993,188392.6791,198075.9987,207043.9565,226610.837,258455.1346,274800.5535,286306.147
"Racine, WI",WI,,,,,,,,,,158005.7434,148362.0123,137130.3089,126483.2216,130035.2273,135557.35,138783.9124,145416.6421,153179.1013,164681.1125,179083.1642,188013.188,207662.6671,231765.9971,245958.9676,261892.1484
"Bend, OR",OR,149590.1247,157549.1622,168346.6331,178730.0143,192662.1443,231738.026,291718.9707,355112.7396,343108.8496,287224.7853,226573.5204,204893.7485,196152.9956,218223.3489,263321.1621,293912.2074,332203.663,361045.4679,385137.0086,412453.3871,433036.286,500048.4615,644167.7896,643437.1708,663823.2033
"Saginaw, MI",MI,75770.05005,79344.52407,82039.67665,85253.44859,89509.16885,91945.43085,92470.24425,86504.75393,80836.90281,72483.32387,75440.7496,74729.10992,67220.3633,67959.03853,69390.07537,71387.58127,72944.78439,75248.15087,82642.19985,87069.26448,96889.64173,110602.1237,121491.2347,135473.0395,144365.8233
"Warner Robins, GA",GA,107371.6393,111300.0407,113498.5099,114651.1865,117612.8837,123418.2189,129656.093,136201.6225,139025.7704,136731.3742,131224.8505,128236.3325,122645.0781,124177.0033,125797.4859,128064.8993,131513.7366,132905.0236,139118.9244,147090.6445,154679.2003,167176.5841,190612.8972,216999.2828,229870.399
"Terre Haute, IN",IN,,,,,,,,,,85859.63802,83630.55196,83355.85199,82660.07842,83630.25518,83761.4747,84212.2649,83759.80299,86908.45736,89874.57612,96413.14264,103085.0046,114258.1344,126967.4716,135875.2438,142972.455
"Torrington, CT",CT,156314.3631,167388.75,186083.6784,205953.5526,234277.0896,258248.09,287002.7019,293325.0746,287402.2465,275771.0904,254974.9813,247702.2886,231964.0193,223229.0955,227347.2506,228311.1189,232791.7106,235745.7101,244036.1709,243816.7689,248463.9061,285009.0194,321540.9479,355337.0418,392356.7549
"Punta Gorda, FL",FL,89411.4199,94868.77026,103544.4471,114675.6503,132515.0326,157786.977,208258.1312,211644.8692,164210.7798,141710.4069,122387.8607,118050.0022,111860.0576,124437.1789,142377.5058,155777.7783,174724.7885,190857.3487,202640.4955,213462.4277,223873.3579,246289.6568,325035.268,373152.4578,365328.5071
"Billings, MT",MT,,,,,,,,,,189285.7981,187004.8458,191695.8432,191250.8023,202025.1195,209501.0369,226859.3951,238896.6565,234021.9291,242527.4843,250842.4888,265008.744,284697.421,337851.0843,367298.1819,383604.5022
"Redding, CA",CA,109235.7045,111536.1554,126172.8379,149982.5075,180240.2881,216651.5236,262737.0494,268980.8437,249106.3585,207659.775,190210.296,181926.2362,168010.8241,173832.7338,199602.4511,210435.5339,222461.143,232343.5748,249609.5906,260136.093,277766.4854,307620.9318,354379.3647,359198.6739,361269.7651
"Kingston, NY",NY,113668.7533,124865.3419,137638.7099,154822.2296,182326.9353,211365.8966,244105.2979,246621.2963,246254.8869,230156.8781,216569.778,210282.614,192869.5865,182727.286,186370.5004,188594.6072,194239.6072,199157.1405,211350.5014,224013.714,234961.9239,279076.1445,326285.9393,359723.6044,384614.7086
"Panama City, FL",FL,99139.14944,105342.2746,108917.2282,116079.4837,130452.3173,162193.3767,211369.2841,215709.8996,203777.562,178953.8463,160641.2394,150137.0072,135526.5382,137783.5922,146969.0036,154969.7747,164762.391,170548.5565,182886.4722,200266.0418,207463.0229,237532.2199,279066.8779,317440.4453,324337.3651
"Joplin, MO",MO,,,,,,,,,,78244.29401,73573.04027,73162.07607,73484.29169,83011.53104,93459.00097,100850.9049,108395.1519,112177.7415,117482.4293,123360.1127,134998.1008,147519.1323,170111.2262,188160.1418,196575.015
"Dover, DE",DE,,,,,,,,,,,190528.1141,182946.0222,172988.6553,171892.9775,180694.98,185216.7384,195041.8823,204103.4305,206500.7954,214978.5046,228337.5157,255511.6187,291682.1294,316281.8005,337435.0951
"El Centro, CA",CA,,96285.94578,103743.2883,109149.6661,121174.5327,147519.6467,194387.0732,206941.4995,188813.3621,146508.464,134487.8289,129126.6634,,136930.7199,156455.3468,176036.0823,193755.6714,204237.1095,219116.5933,226981.5428,251503.6068,269004.0498,305525.3763,314161.0063,335485.2269
"Jackson, TN",TN,92751.24972,95144.32178,96342.87813,97322.08534,99603.4468,102118.8165,108182.2498,112289.1987,113010.803,108947.9624,107294.6386,100623.0215,96298.96819,97464.08966,99467.04104,100024.6891,104912.4703,107122.907,112629.6292,116907.9383,130818.1571,141544.0332,173038.2928,184172.0178,187700.0159
"Yuba City, CA",CA,,,,,148087.9705,186751.3375,231833.6421,226347.5926,192022.3368,153338.6825,144770.8844,140586.7944,135049.7608,145331.5968,182263.1756,202047.2384,219036.6767,241851.3686,269287.0009,285676.5586,306525.7947,345655.2543,405134.499,412175.4326,416199.8524
"Bowling Green, KY",KY,94311.74103,97467.98236,100502.0817,102630.3055,105632.3455,110807.868,115607.4153,120207.0207,122727.8263,123836.0494,122189.6202,116543.2483,116667.2905,118464.2735,120011.0633,123579.0422,132995.582,140070.8058,151054.8599,158307.1428,166845.6554,184159.1614,207047.1763,230973.3577,240998.92
"St. George, UT",UT,,,,,,,,,,209901.4031,180547.5177,168388.4379,169498.5139,190771.8647,214659.0051,232909.1984,249750.9215,269725.5724,294280.3926,324547.1283,344937.2813,391029.2704,513977.825,525204.3542,524838.3782
"Muskegon, MI",MI,81900.38217,87364.22942,90635.084,92710.56685,94591.93873,99593.94073,100107.5103,99985.81445,95970.35588,90243.46283,83349.55468,78263.16193,73565.94627,76190.28148,85307.46585,89212.67067,98095.79424,109042.4036,121161.5898,131323.0943,144826.088,165478.3971,189567.4647,205111.7416,213206.4499
"Abilene, TX",TX,,,,,,,,,,103762.3836,102495.6199,101174.827,99047.52284,101894.9623,106874.0841,112544.1501,119005.582,123995.9768,128183.5458,135842.9594,138865.7799,151269.8631,170984.2395,181793.5426,184202.0825
"Iowa City, IA",IA,,,,,,,,,,185957.875,184576.1084,185398.6416,184740.6453,189006.7636,195999.7927,202514.1347,210256.5604,216493.62,225542.1651,232196.3951,242320.2797,251104.8542,272869.6613,292205.2622,303138.937
"Auburn, AL",AL,130420.6068,136396.677,142194.5015,147805.6483,152793.2144,161676.5645,176062.7817,183019.9425,185458.9187,181858.0781,177596.3135,167687.5598,163099.1113,170660.7093,173789.34,177400.7983,184060.7456,193560.5083,204005.8212,214115.3874,225961.1185,244343.5282,275058.2724,293246.3888,307306.3163
"Midland, TX",TX,,,,,,,,,,161987.3484,156412.1702,157523.1406,166513.4475,188103.183,210196.3771,226658.2696,223793.5111,215259.8923,226578.9866,262014.7799,286633.7,284826.7821,285580.7567,287131.2329,298961.8275
"Hattiesburg, MS",MS,,,,,,,,,,,,,128235.225,127796.7611,126356.9246,129013.0024,138058.4408,137709.0654,142669.6889,146061.486,152620.0822,161704.3408,179896.723,183282.8017,189771.4553
"Bloomington, IL",IL,132911.7526,137430.43,140466.0425,146188.9861,150776.6292,154991.0931,158608.787,164536.0069,166679.9228,163222.9106,163040.4966,161113.4601,153211.4968,159651.812,165182.0738,165133.9044,167711.6251,166466.2128,166462.0924,165174.9082,166449.8003,175949.4257,190092.1799,211952.2642,222371.8872
"Oshkosh, WI",WI,,,,,,,,,,159186.926,152736.4595,150243.8533,129957.0919,130565.4814,138652.2648,140337.3441,148238.4443,156551.3022,166103.1218,174514.2882,185509.6535,205907.0435,226664.2851,244548.0256,257597.4324
"Eau Claire, WI",WI,,,,,,,,,,149183.9651,144630.0981,140840.58,135401.0532,139583.5943,144882.5546,149079.0628,157672.4361,165554.5702,176637.8945,187337.799,200197.5348,223796.9513,248928.527,267995.8827,282877.07
"Greenville, NC",NC,,,,,,,,,,145369.0668,139487.9871,138596.0478,133862.7174,132797.273,132794.2878,133237.3575,135840.8383,139028.1173,145156.6636,151202.3574,159457.4808,177043.4938,206488.0706,236703.3038,250098.8978
"Burlington, NC",NC,,,,,,,,,,,,,,,,,,145296.5118,154063.2481,163418.0516,170203.1548,190694.1847,223952.6145,259715.761,274258.9207
"Waterloo, IA",IA,,,,,,,,,116405.7249,116846.85,116916.8109,119397.2011,118775.2473,123606.7548,125970.3601,128598.9517,132522.772,131804.7715,133580.4196,138037.3976,145262.4904,151032.7513,161778.2833,175615.3071,185097.6672
"Coeur d'Alene, ID",ID,,,,,,,,,221931.7468,210759.3252,188820.2111,171258.6056,157993.2164,175231.185,195596.0969,207577.7812,224635.539,244526.3522,271780.2913,302995.3416,338336.6075,410107.491,533501.8559,548447.1893,543599.9917
"East Stroudsburg, PA",PA,,,,,,,181813.0669,193771.9396,196027.6672,182808.3379,166698.9173,159407.1266,146612.6663,142655.6663,142706.9502,139911.6747,138346.1576,141490.8571,149103.1852,161603.7376,175582.286,203801.3874,252269.7503,283253.0444,290695.7744
